,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,
197043,"	2","	6","	2","	16","	126","	16","	26","	1","	2","	42","	13","	4","	4","	2","	36","	10","	4","	22","	11","	49","	22","	27","	84","	2","	7","	5","	3","	22","	0","	6","	0","	47","	1","	0","	129","	43","	14","	28","	42","	16","	13","	1","	16","	41","	7","	0","	6","	41","	21","	21","	0","	"
197045,"	2","	5","	2","	15","	244","	30","	8","	3","	1","	36","	3","	5","	2","	1","	25","	11","	32","	15","	9","	37","	17","	20","	75","	8","	6","	3","	9","	11","	10","	0","	4","	47","	8","	2","	97","	77","	5","	22","	85","	15","	4","	1","	38","	47","	1","	16","	4","	32","	8","	6","	2","	"
197046,"	2","	4","	3","	13","	187","	33","	20","	1","	3","	23","	6","	0","	7","	11","	26","	18","	10","	16","	13","	46","	14","	12","	85","	6","	43","	4","	8","	19","	3","	2","	2","	61","	5","	2","	138","	56","	5","	15","	67","	9","	3","	0","	18","	57","	10","	30","	6","	100","	12","	13","	0","	"
197047,"	3","	7","	3","	9","	166","	14","	27","	0","	1","	39","	14","	9","	4","	10","	24","	8","	30","	26","	5","	38","	16","	16","	67","	5","	5","	1","	5","	20","	8","	1","	4","	50","	1","	0","	115","	21","	7","	21","	72","	19","	9","	0","	32","	24","	2","	17","	8","	32","	9","	8","	0","	"
197048,"	0","	10","	0","	10","	154","	0","	19","	1","	2","	27","	1","	8","	9","	11","	26","	15","	14","	38","	20","	57","	17","	24","	61","	4","	3","	2","	7","	13","	4","	0","	6","	75","	9","	0","	79","	54","	2","	47","	40","	10","	11","	1","	37","	52","	9","	24","	13","	45","	6","	7","	1","	"
197049,"	0","	6","	25","	13","	225","	39","	32","	2","	1","	15","	13","	3","	10","	7","	81","	12","	15","	15","	5","	38","	16","	17","	91","	13","	14","	2","	11","	19","	6","	0","	1","	74","	14","	16","	109","	29","	10","	32","	44","	22","	4","	0","	15","	56","	0","	38","	6","	28","	14","	10","	1","	"
197050,"	2","	3","	3","	13","	182","	37","	28","	2","	1","	39","	4","	7","	8","	3","	56","	8","	5","	26","	19","	46","	8","	12","	81","	9","	9","	6","	5","	15","	4","	14","	5","	74","	19","	1","	144","	53","	8","	32","	51","	15","	6","	1","	51","	61","	20","	28","	37","	30","	7","	15","	1","	"
197051,"	2","	1","	2","	17","	132","	0","	28","	1","	2","	0","	9","	6","	2","	1","	22","	5","	7","	9","	3","	17","	21","	6","	79","	4","	6","	1","	13","	6","	3","	2","	6","	60","	0","	1","	73","	32","	1","	32","	55","	19","	7","	0","	19","	33","	5","	34","	13","	13","	9","	6","	0","	"
197052,"	0","	8","	4","	11","	126","	25","	20","	0","	1","	18","	39","	5","	0","	8","	41","	0","	10","	13","	0","	28","	18","	4","	73","	6","	19","	2","	6","	19","	2","	2","	2","	37","	4","	1","	77","	36","	10","	35","	40","	17","	13","	0","	25","	36","	14","	16","	29","	25","	9","	10","	0","	"
197101,"	0","	6","	3","	17","	159","	0","	17","	0","	6","	35","	12","	4","	4","	4","	15","	0","	0","	43","	0","	42","	17","	17","	91","	7","	9","	4","	3","	6","	13","	2","	6","	162","	3","	5","	59","	31","	11","	27","	116","	11","	9","	1","	33","	46","	4","	36","	17","	17","	10","	6","	0","	"
197102,"	0","	9","	1","	25","	185","	0","	34","	1","	2","	47","	9","	20","	17","	7","	45","	4","	10","	18","	18","	27","	26","	14","	100","	12","	19","	3","	6","	18","	4","	5","	11","	87","	16","	0","	94","	34","	12","	36","	67","	23","	0","	0","	37","	33","	9","	26","	25","	35","	8","	12","	1","	"
197103,"	11","	13","	10","	14","	202","	9","	25","	3","	0","	33","	20","	1","	7","	4","	30","	5","	9","	82","	18","	21","	17","	0","	64","	13","	31","	1","	3","	14","	8","	2","	4","	75","	20","	0","	186","	57","	5","	44","	68","	8","	9","	3","	25","	74","	8","	18","	27","	27","	8","	14","	0","	"
197104,"	4","	10","	0","	21","	227","	10","	31","	2","	3","	25","	7","	7","	11","	6","	37","	5","	6","	32","	9","	41","	16","	9","	90","	5","	4","	4","	4","	26","	5","	9","	5","	85","	4","	0","	92","	57","	21","	30","	58","	20","	4","	5","	33","	55","	11","	12","	11","	50","	9","	5","	0","	"
197105,"	1","	2","	2","	28","	189","	19","	23","	3","	4","	24","	7","	20","	8","	22","	35","	17","	14","	0","	15","	57","	17","	5","	99","	24","	15","	4","	5","	31","	4","	4","	3","	77","	8","	0","	115","	50","	9","	33","	54","	16","	9","	5","	34","	46","	11","	25","	22","	39","	6","	14","	1","	"
197106,"	3","	11","	3","	24","	181","	3","	19","	3","	0","	71","	9","	1","	4","	5","	46","	9","	22","	18","	14","	38","	23","	10","	67","	11","	18","	4","	5","	27","	2","	6","	4","	80","	4","	0","	120","	63","	3","	33","	61","	13","	8","	9","	25","	31","	16","	25","	16","	21","	14","	6","	1","	"
197107,"	2","	9","	7","	13","	171","	10","	17","	0","	2","	34","	22","	4","	2","	8","	33","	9","	17","	19","	7","	43","	15","	10","	80","	9","	8","	5","	14","	17","	3","	6","	4","	56","	16","	0","	111","	31","	11","	36","	34","	12","	12","	2","	22","	87","	7","	8","	17","	37","	13","	10","	0","	"
197108,"	9","	11","	10","	11","	157","	13","	25","	1","	5","	40","	40","	9","	6","	7","	54","	19","	8","	30","	12","	37","	24","	8","	111","	9","	24","	2","	1","	21","	1","	3","	1","	51","	19","	0","	112","	32","	11","	22","	38","	21","	5","	5","	34","	53","	6","	22","	8","	27","	10","	7","	0","	"
197109,"	9","	14","	2","	19","	163","	15","	18","	0","	1","	53","	11","	6","	12","	11","	23","	6","	28","	42","	11","	26","	30","	9","	116","	7","	19","	3","	5","	16","	3","	0","	2","	43","	5","	9","	111","	57","	14","	19","	63","	19","	5","	7","	24","	82","	19","	30","	10","	22","	0","	7","	2","	"
197110,"	0","	10","	0","	17","	186","	31","	25","	0","	7","	41","	28","	13","	7","	7","	61","	18","	12","	21","	15","	49","	23","	17","	49","	3","	21","	8","	1","	18","	2","	5","	6","	63","	11","	0","	56","	45","	15","	22","	72","	22","	4","	1","	23","	63","	6","	28","	9","	15","	11","	6","	0","	"
197111,"	1","	7","	2","	19","	158","	24","	13","	2","	6","	51","	26","	5","	5","	3","	40","	16","	10","	29","	4","	22","	22","	15","	74","	6","	9","	6","	1","	31","	0","	3","	5","	77","	12","	0","	144","	24","	19","	23","	57","	9","	3","	1","	27","	48","	15","	12","	9","	41","	6","	8","	0","	"
197112,"	0","	5","	1","	19","	186","	16","	29","	1","	3","	21","	12","	0","	7","	7","	52","	12","	21","	21","	14","	39","	25","	9","	124","	9","	28","	9","	4","	8","	2","	2","	1","	72","	1","	1","	110","	34","	14","	24","	41","	20","	2","	3","	26","	137","	10","	13","	6","	13","	13","	16","	0","	"
197113,"	2","	9","	0","	22","	204","	13","	19","	2","	2","	38","	6","	3","	4","	0","	36","	14","	12","	22","	11","	36","	23","	6","	111","	6","	20","	1","	3","	23","	1","	0","	4","	81","	15","	0","	75","	38","	3","	14","	94","	8","	6","	0","	23","	39","	14","	36","	6","	15","	11","	18","	0","	"
197114,"	2","	2","	1","	19","	175","	25","	14","	2","	1","	17","	17","	4","	6","	10","	25","	19","	6","	23","	0","	24","	28","	8","	79","	2","	6","	7","	1","	24","	6","	6","	10","	40","	4","	1","	86","	32","	9","	33","	46","	18","	6","	1","	15","	83","	14","	13","	6","	20","	11","	6","	1","	"
197115,"	2","	12","	4","	11","	173","	15","	14","	0","	6","	57","	26","	11","	2","	8","	40","	11","	23","	20","	31","	30","	23","	7","	89","	5","	6","	5","	4","	10","	1","	7","	8","	58","	25","	7","	102","	45","	21","	31","	71","	11","	8","	0","	34","	101","	14","	26","	6","	40","	7","	5","	0","	"
197116,"	2","	4","	3","	21","	167","	17","	17","	1","	3","	54","	7","	2","	8","	9","	17","	11","	4","	11","	7","	18","	17","	8","	88","	12","	19","	4","	1","	26","	1","	5","	2","	80","	11","	1","	99","	37","	19","	32","	29","	9","	11","	1","	22","	73","	11","	30","	5","	11","	15","	6","	6","	"
197117,"	0","	5","	5","	19","	184","	32","	21","	2","	2","	61","	28","	1","	5","	5","	68","	4","	6","	7","	8","	33","	13","	10","	71","	7","	8","	8","	6","	29","	2","	5","	7","	75","	12","	0","	119","	51","	16","	29","	92","	21","	12","	5","	18","	115","	11","	23","	6","	26","	10","	3","	1","	"
197118,"	2","	11","	3","	16","	174","	0","	20","	0","	4","	26","	13","	10","	3","	12","	49","	14","	7","	10","	11","	39","	31","	8","	95","	8","	12","	4","	1","	23","	5","	3","	7","	49","	9","	0","	98","	29","	10","	41","	34","	14","	2","	2","	26","	93","	11","	43","	13","	44","	8","	15","	3","	"
197119,"	0","	15","	5","	11","	169","	31","	17","	3","	4","	54","	15","	9","	6","	7","	46","	9","	8","	20","	28","	45","	20","	16","	103","	3","	18","	4","	1","	9","	3","	6","	9","	72","	14","	12","	116","	55","	11","	19","	37","	16","	5","	1","	23","	102","	9","	30","	6","	20","	0","	5","	5","	"
197120,"	3","	1","	9","	18","	189","	14","	18","	0","	2","	28","	31","	64","	6","	6","	40","	13","	10","	28","	3","	42","	13","	3","	92","	4","	23","	4","	4","	28","	1","	3","	7","	52","	7","	1","	111","	57","	14","	28","	79","	18","	7","	0","	26","	72","	11","	59","	8","	27","	30","	14","	0","	"
197121,"	2","	7","	3","	11","	213","	10","	13","	0","	1","	43","	19","	0","	9","	8","	56","	32","	8","	17","	11","	33","	14","	8","	85","	1","	20","	5","	2","	15","	4","	1","	9","	64","	6","	0","	126","	32","	10","	14","	39","	1","	1","	3","	30","	40","	16","	29","	3","	24","	5","	11","	0","	"
197122,"	0","	2","	4","	21","	173","	12","	11","	6","	4","	50","	8","	1","	11","	10","	34","	16","	14","	11","	10","	32","	16","	13","	80","	7","	8","	1","	0","	11","	4","	3","	8","	49","	10","	0","	68","	28","	8","	19","	41","	9","	4","	3","	5","	91","	10","	30","	1","	13","	5","	6","	0","	"
197123,"	0","	6","	8","	20","	190","	21","	17","	1","	2","	38","	17","	4","	5","	2","	53","	9","	9","	18","	4","	35","	15","	14","	81","	3","	8","	3","	4","	15","	2","	0","	7","	75","	7","	0","	60","	56","	4","	27","	23","	14","	9","	2","	19","	73","	18","	61","	8","	20","	8","	9","	2","	"
197124,"	0","	9","	3","	8","	142","	17","	13","	2","	4","	48","	3","	8","	2","	5","	24","	4","	10","	18","	14","	9","	15","	5","	70","	11","	23","	2","	2","	43","	0","	6","	2","	64","	6","	0","	115","	41","	19","	27","	66","	13","	5","	2","	14","	100","	5","	33","	6","	31","	9","	4","	0","	"
197125,"	3","	9","	1","	25","	183","	5","	12","	0","	7","	51","	12","	7","	7","	5","	58","	9","	12","	15","	12","	32","	26","	13","	68","	4","	12","	3","	4","	7","	0","	4","	3","	68","	9","	0","	106","	29","	11","	12","	79","	4","	11","	6","	50","	81","	22","	31","	4","	24","	4","	12","	0","	"
197126,"	0","	6","	0","	9","	165","	25","	12","	1","	3","	44","	14","	7","	3","	4","	35","	13","	4","	7","	19","	27","	12","	7","	68","	5","	12","	6","	5","	12","	1","	3","	6","	75","	9","	0","	72","	22","	10","	18","	67","	11","	5","	0","	26","	76","	15","	70","	6","	21","	4","	9","	0","	"
197127,"	0","	7","	4","	7","	147","	13","	16","	0","	1","	21","	24","	6","	9","	6","	56","	4","	53","	16","	8","	20","	8","	11","	64","	4","	5","	1","	0","	9","	4","	4","	4","	39","	6","	2","	52","	39","	15","	14","	39","	15","	5","	3","	57","	32","	9","	58","	3","	37","	2","	10","	1","	"
197128,"	0","	10","	4","	21","	145","	19","	9","	1","	0","	34","	22","	8","	2","	7","	40","	8","	18","	19","	18","	14","	25","	12","	72","	4","	17","	6","	6","	36","	4","	2","	2","	50","	11","	0","	60","	38","	21","	17","	39","	10","	9","	3","	32","	84","	10","	51","	5","	25","	2","	10","	1","	"
197129,"	0","	2","	6","	11","	180","	7","	23","	0","	0","	47","	5","	6","	7","	10","	35","	12","	12","	19","	13","	28","	24","	6","	79","	3","	18","	3","	5","	22","	3","	1","	3","	66","	1","	0","	63","	38","	18","	13","	39","	9","	10","	0","	34","	65","	2","	19","	5","	12","	8","	6","	0","	"
197130,"	0","	4","	2","	24","	198","	8","	20","	1","	3","	33","	15","	2","	4","	9","	11","	5","	14","	4","	13","	30","	15","	16","	72","	10","	7","	4","	1","	24","	2","	4","	0","	79","	11","	2","	101","	21","	23","	30","	41","	0","	6","	1","	19","	71","	30","	30","	5","	27","	7","	11","	0","	"
197131,"	0","	6","	5","	21","	199","	0","	11","	1","	1","	25","	19","	11","	7","	3","	32","	3","	10","	21","	6","	19","	12","	6","	83","	3","	6","	3","	5","	20","	2","	2","	2","	93","	7","	0","	137","	55","	12","	38","	12","	10","	10","	2","	46","	74","	13","	31","	8","	27","	5","	10","	1","	"
197132,"	0","	5","	14","	22","	155","	23","	8","	1","	0","	49","	17","	7","	6","	8","	34","	17","	19","	14","	8","	23","	18","	10","	91","	2","	12","	2","	5","	30","	3","	0","	1","	69","	7","	0","	98","	14","	26","	22","	31","	12","	9","	2","	28","	85","	13","	20","	7","	15","	5","	6","	0","	"
197133,"	2","	7","	8","	12","	182","	29","	15","	1","	1","	37","	12","	6","	2","	3","	26","	13","	8","	28","	17","	21","	27","	10","	52","	5","	11","	3","	4","	28","	2","	3","	5","	67","	11","	0","	60","	38","	28","	30","	95","	9","	17","	1","	27","	73","	9","	29","	3","	0","	7","	12","	0","	"
197134,"	1","	4","	4","	15","	183","	33","	19","	0","	5","	84","	0","	4","	7","	8","	15","	6","	14","	5","	19","	13","	19","	13","	65","	5","	3","	4","	4","	22","	2","	0","	4","	59","	10","	1","	81","	44","	34","	36","	73","	11","	10","	2","	17","	60","	1","	31","	5","	20","	11","	26","	1","	"
197135,"	5","	12","	29","	26","	180","	14","	9","	0","	1","	30","	14","	8","	2","	4","	40","	11","	10","	24","	11","	30","	23","	11","	54","	7","	6","	2","	5","	21","	3","	3","	5","	89","	6","	0","	124","	37","	11","	25","	63","	8","	0","	8","	39","	117","	8","	25","	3","	30","	4","	12","	0","	"
197136,"	0","	11","	6","	11","	170","	6","	9","	0","	4","	57","	19","	5","	5","	4","	46","	7","	14","	13","	11","	20","	16","	14","	53","	6","	4","	5","	3","	38","	2","	2","	7","	47","	3","	8","	56","	22","	33","	41","	52","	11","	20","	0","	23","	71","	7","	21","	8","	12","	9","	5","	4","	"
197137,"	2","	14","	7","	13","	254","	11","	16","	0","	3","	39","	8","	0","	7","	25","	21","	11","	12","	14","	23","	32","	25","	8","	84","	1","	22","	4","	3","	44","	1","	1","	4","	60","	18","	0","	117","	28","	21","	26","	92","	10","	3","	3","	31","	121","	11","	19","	11","	32","	9","	10","	1","	"
197138,"	1","	2","	7","	12","	209","	15","	5","	2","	5","	33","	18","	4","	7","	4","	51","	20","	12","	44","	22","	35","	18","	14","	78","	2","	14","	2","	3","	21","	3","	1","	9","	65","	16","	0","	94","	46","	10","	26","	33","	14","	5","	0","	42","	66","	8","	25","	8","	18","	12","	10","	4","	"
197139,"	0","	3","	6","	16","	261","	17","	12","	1","	3","	24","	7","	1","	11","	9","	41","	9","	10","	13","	12","	25","	20","	0","	68","	6","	8","	6","	3","	49","	2","	2","	5","	81","	22","	0","	66","	45","	20","	52","	51","	12","	5","	17","	37","	52","	0","	24","	8","	9","	8","	13","	1","	"
197140,"	3","	10","	12","	16","	278","	19","	29","	3","	1","	62","	17","	14","	5","	3","	42","	8","	3","	19","	23","	39","	35","	10","	57","	7","	8","	6","	8","	46","	0","	1","	3","	72","	12","	11","	115","	34","	26","	24","	54","	5","	11","	0","	32","	75","	3","	23","	8","	38","	7","	10","	0","	"
197141,"	0","	7","	5","	28","	174","	16","	23","	1","	2","	76","	15","	0","	1","	1","	28","	16","	12","	9","	17","	33","	23","	17","	93","	3","	18","	6","	1","	21","	1","	6","	2","	63","	12","	0","	105","	44","	24","	40","	46","	22","	10","	6","	24","	80","	2","	23","	5","	40","	4","	0","	3","	"
197142,"	6","	7","	4","	15","	259","	10","	27","	0","	1","	35","	27","	4","	6","	4","	33","	6","	4","	70","	21","	30","	19","	7","	67","	3","	11","	4","	3","	33","	0","	1","	2","	62","	2","	1","	94","	29","	19","	26","	19","	9","	4","	2","	32","	113","	4","	26","	6","	41","	10","	13","	2","	"
197143,"	0","	7","	1","	16","	180","	9","	12","	0","	1","	31","	22","	2","	2","	18","	71","	12","	3","	27","	30","	33","	22","	17","	58","	7","	6","	4","	1","	47","	0","	0","	4","	37","	9","	0","	0","	35","	11","	32","	19","	10","	5","	15","	20","	59","	5","	22","	9","	0","	8","	10","	0","	"
197144,"	2","	9","	8","	19","	224","	19","	21","	0","	3","	50","	11","	4","	8","	5","	62","	19","	5","	25","	9","	31","	31","	4","	76","	3","	3","	0","	5","	53","	7","	1","	5","	63","	1","	1","	68","	40","	13","	28","	19","	7","	3","	10","	33","	69","	12","	28","	11","	22","	10","	8","	1","	"
197145,"	2","	9","	3","	14","	270","	28","	14","	3","	1","	21","	19","	5","	4","	4","	19","	7","	10","	20","	14","	25","	20","	10","	66","	6","	5","	5","	4","	31","	3","	0","	1","	77","	7","	0","	108","	39","	19","	25","	18","	11","	10","	0","	25","	81","	8","	58","	5","	15","	5","	23","	1","	"
197146,"	2","	5","	1","	14","	205","	10","	12","	1","	1","	56","	7","	2","	4","	2","	60","	5","	6","	36","	8","	54","	23","	10","	9","	3","	9","	4","	8","	24","	0","	2","	4","	58","	10","	0","	109","	46","	16","	37","	98","	9","	8","	11","	18","	76","	9","	27","	6","	35","	12","	11","	2","	"
197147,"	0","	11","	0","	31","	172","	17","	8","	0","	1","	31","	9","	5","	7","	4","	21","	8","	10","	20","	2","	18","	22","	9","	71","	4","	7","	5","	6","	44","	3","	6","	5","	56","	27","	0","	83","	40","	5","	30","	41","	5","	4","	0","	43","	57","	2","	26","	4","	37","	9","	9","	2","	"
197148,"	0","	3","	4","	24","	216","	8","	17","	1","	5","	75","	21","	2","	7","	5","	91","	5","	15","	14","	3","	30","	19","	8","	87","	6","	16","	7","	14","	25","	5","	0","	4","	48","	8","	13","	96","	44","	21","	39","	58","	7","	3","	13","	30","	98","	9","	29","	14","	39","	8","	14","	0","	"
197149,"	0","	6","	3","	21","	174","	14","	15","	4","	3","	35","	1","	8","	8","	17","	37","	20","	7","	19","	9","	27","	45","	12","	82","	2","	18","	2","	19","	34","	0","	2","	0","	76","	4","	1","	114","	28","	21","	23","	79","	11","	5","	8","	14","	58","	7","	23","	6","	25","	6","	11","	0","	"
197150,"	11","	7","	2","	15","	151","	8","	19","	3","	4","	52","	11","	0","	3","	2","	79","	5","	4","	32","	18","	39","	23","	8","	15","	4","	5","	5","	4","	31","	3","	1","	6","	53","	7","	0","	88","	32","	13","	30","	60","	17","	7","	4","	24","	65","	5","	29","	6","	19","	10","	18","	1","	"
197151,"	1","	5","	1","	14","	192","	11","	14","	0","	4","	0","	12","	1","	3","	6","	72","	50","	4","	25","	13","	43","	29","	2","	72","	5","	9","	3","	1","	27","	2","	1","	3","	23","	1","	0","	73","	43","	20","	33","	61","	6","	3","	6","	25","	35","	3","	14","	12","	32","	10","	8","	0","	"
197201,"	5","	10","	1","	13","	170","	1","	14","	1","	5","	31","	2","	7","	6","	9","	20","	2","	0","	33","	1","	16","	4","	10","	91","	2","	10","	2","	0","	13","	6","	0","	6","	89","	8","	0","	64","	43","	23","	46","	0","	5","	8","	1","	19","	48","	7","	17","	7","	25","	3","	14","	0","	"
197203,"	4","	5","	7","	15","	190","	11","	20","	2","	1","	56","	11","	3","	2","	0","	19","	6","	26","	34","	9","	33","	26","	11","	103","	6","	6","	3","	3","	30","	10","	4","	5","	60","	7","	0","	90","	23","	36","	30","	3","	6","	7","	4","	33","	50","	5","	22","	7","	19","	7","	9","	0","	"
197204,"	0","	4","	2","	14","	177","	3","	14","	2","	3","	49","	23","	9","	7","	8","	56","	6","	10","	31","	12","	47","	32","	9","	99","	1","	8","	8","	6","	39","	2","	0","	7","	60","	17","	0","	122","	29","	11","	24","	14","	4","	8","	3","	29","	82","	3","	21","	2","	32","	7","	11","	3","	"
197205,"	1","	5","	5","	19","	184","	7","	16","	3","	2","	38","	19","	7","	3","	8","	31","	12","	14","	20","	7","	25","	21","	3","	74","	3","	14","	11","	2","	43","	2","	2","	7","	48","	1","	1","	72","	29","	16","	18","	13","	6","	13","	3","	27","	82","	5","	14","	3","	37","	5","	10","	1","	"
197206,"	5","	2","	3","	0","	114","	0","	14","	3","	1","	85","	14","	7","	6","	5","	54","	10","	12","	25","	15","	42","	28","	10","	79","	2","	7","	1","	4","	26","	0","	2","	2","	40","	7","	0","	113","	42","	15","	36","	27","	20","	15","	9","	23","	70","	1","	34","	5","	18","	11","	8","	1","	"
197207,"	2","	13","	7","	19","	223","	14","	11","	6","	0","	61","	16","	9","	5","	2","	49","	14","	2","	28","	7","	32","	29","	5","	68","	6","	6","	5","	6","	32","	1","	7","	7","	89","	16","	1","	78","	38","	7","	23","	28","	6","	0","	6","	24","	92","	7","	17","	2","	35","	5","	13","	0","	"
197208,"	5","	8","	4","	30","	178","	23","	17","	9","	3","	49","	20","	5","	9","	3","	65","	8","	7","	45","	17","	25","	24","	7","	65","	5","	4","	4","	3","	32","	0","	1","	4","	45","	10","	0","	63","	33","	24","	34","	28","	9","	10","	0","	27","	73","	5","	16","	5","	17","	9","	9","	1","	"
197209,"	7","	6","	5","	15","	196","	6","	14","	2","	4","	47","	5","	12","	9","	5","	51","	11","	7","	18","	17","	31","	0","	11","	76","	2","	3","	5","	4","	31","	0","	0","	3","	64","	11","	0","	94","	27","	14","	33","	38","	7","	9","	8","	25","	72","	12","	15","	4","	32","	10","	22","	1","	"
